millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX(uT),magY(uT),magZ(uT),ozone concentration,
3593726,-30.81095,2862,0.00000,12917.16600,21846.89100,9.00898,2.75653,-2.93599,2.78921,0.28375,0.46762,59.77784,-52.26542,7.41011,20,
3595075,-30.79203,2855,0.00000,12917.16600,21857.37300,8.86541,2.08893,-2.92882,1.09559,-0.25168,-0.17165,56.51856,-49.38614,41.59602,20,
3596424,-30.77090,2848,0.00000,12917.16600,21866.37900,11.88754,-0.11486,1.96690,-2.22447,-0.79229,-0.07544,74.91961,-39.24291,16.66179,20,
3597774,-30.75198,2843,0.00000,12917.16600,21875.39500,8.91566,2.49811,-0.65324,3.77790,0.46945,0.13470,59.26630,-36.75826,52.23619,20,
3599123,-30.73305,2836,0.00000,12917.16600,21884.42600,9.24587,2.96471,-0.15075,-3.91534,0.29627,-0.07911,60.08477,-53.05466,30.69278,20,
3600472,-30.71319,2830,0.00000,12917.16600,21894.98200,11.00459,-0.75374,0.04307,1.02228,0.68081,-0.45968,74.05730,-34.05437,35.36977,20,
3601827,-30.69805,2824,0.00000,12917.16600,21902.53700,9.17408,3.25185,-1.75155,-3.07693,0.01038,0.45693,63.02251,-48.04151,1.97311,20,
3603208,-30.69711,2818,0.00000,12917.16600,21913.13100,9.19562,3.53898,-1.56491,2.23852,-0.09835,-0.20831,57.64396,-53.84390,6.22625,20,
3604556,-30.67661,2813,0.00000,12917.16600,21919.19500,12.13161,1.31366,-0.11486,-1.44745,-0.53573,-0.19731,71.57264,-45.52762,22.58112,20,
3605905,-30.65107,2807,0.00000,12917.16600,21928.30100,10.71745,-1.33520,-0.68195,-1.39461,0.48533,0.03665,65.97486,18.97106,24.43730,20,
3607257,-30.63025,2801,0.00000,12917.16600,21937.42600,8.85105,1.28495,2.77089,-1.32527,0.00947,-0.15333,64.74715,-51.19848,16.36948,20,
3608605,-30.61007,2797,0.00000,12917.16600,21945.04100,9.80579,4.57268,-1.66540,3.48376,-0.13714,-0.73640,73.73575,-13.19790,45.10377,20,
3609954,-30.58863,2791,0.00000,12917.16600,21952.66600,10.13600,1.33520,-6.00120,4.35547,0.71502,-0.12248,61.10786,-33.87898,53.24467,20,
3611302,-30.57065,2786,0.00000,12917.16600,21960.30100,8.33420,-2.51246,-1.23470,-4.41320,0.01436,0.22205,52.95235,20.97340,44.44607,20,
3612654,-30.55236,2781,0.00000,12917.16600,21967.94900,12.04547,3.71845,-1.89512,4.34203,0.10507,-0.58918,70.08185,-36.20287,-2.35311,20,
3614003,-30.53186,2777,0.00000,12917.16600,21975.60900,11.25584,1.16291,-1.60798,-4.94954,-0.14142,0.53206,70.09647,-36.74364,42.04911,20,
3615352,-30.51452,2771,0.00000,12917.16600,21983.27900,8.39881,-2.27557,0.21535,0.34086,0.27581,-0.03848,66.39871,3.42005,-6.65010,20,
3616704,-30.50475,2765,0.00000,12917.16600,21994.03700,9.64068,2.95035,-2.74935,3.75132,-0.06536,-0.61667,74.39345,-20.30108,42.20988,20,
3618066,-30.48582,2759,0.00000,12917.16600,22001.73600,10.15035,4.57986,-6.27398,-4.56988,0.47220,0.38698,67.80182,-42.26834,40.35370,20,
3619415,-30.46344,2754,0.00000,12917.16600,22009.44300,8.24806,-0.93320,-0.49531,4.28339,0.39584,-0.02963,52.63081,7.08857,57.73166,20,
3620763,-30.43915,2749,0.00000,12917.16600,22018.71100,12.00958,-1.24905,-3.82612,-4.35577,-0.02352,0.53420,63.73867,1.76849,50.70155,20,
3622115,-30.41897,2744,0.00000,12917.16600,22024.89600,11.09073,-3.34517,-0.02871,2.90619,-0.16066,-0.38668,74.18884,-22.01111,-2.52850,20,
3623463,-30.39721,2739,0.00000,12917.16600,22032.64100,7.82453,-0.65324,-2.44068,3.70368,0.35369,-0.20250,63.25636,19.92108,28.71967,20,
3624812,-30.37924,2734,0.00000,12917.16600,22041.94300,10.10010,-0.43071,-5.02493,-4.00117,-0.58307,0.16402,71.13417,7.03011,34.20052,20,
3626162,-30.36063,2729,0.00000,12917.16600,22049.71500,11.32044,-0.35174,-5.14696,-1.62918,0.55314,0.17165,69.29260,-39.98831,39.00906,20,
3627517,-30.34581,2723,0.00000,12917.16600,22057.49400,7.96092,0.48096,-0.71067,-0.44471,0.16585,0.08919,53.25928,-8.66706,62.51096,20,
3628865,-30.32531,2718,0.00000,12917.16600,22065.28500,11.29173,5.70688,-1.08395,-0.77946,-0.08063,-0.36591,65.27332,-45.92225,2.26542,20,
3630214,-30.30450,2714,0.00000,12917.16600,22073.08800,10.89691,3.39542,1.86640,-2.94498,-0.08796,0.63347,69.59953,-37.50365,41.49371,20,
3631562,-30.28684,2709,0.00000,12917.16600,22080.90200,7.82453,1.41416,1.53619,0.97800,-0.00641,-0.06292,63.56329,-42.25373,-1.12540,20,
3632914,-30.26887,2703,0.00000,12917.16600,22090.29500,10.61695,2.91446,0.89013,-3.28768,0.04948,-0.43310,71.23648,-35.15054,39.08214,20,
3634263,-30.24774,2698,0.00000,12917.16600,22098.13700,10.78206,-2.37607,-1.73719,4.10379,0.16616,-0.60537,71.22186,4.23853,38.23443,20,
3635612,-30.23008,2693,0.00000,12917.16600,22105.99000,8.26960,-1.37827,-2.38325,-3.02898,0.11332,-0.01038,54.15083,-21.96726,61.04940,20,
3636964,-30.21147,2688,0.00000,12917.16600,22115.42800,10.55235,2.46221,1.91665,-4.18259,0.32926,-0.16616,62.11634,-10.42093,-16.25256,20,
3638317,-30.19192,2683,0.00000,12917.16600,22120.15600,12.47618,-1.06241,1.46441,0.94745,-0.48350,-0.52504,71.73341,-33.14820,-1.21310,20,
3639665,-30.17237,2679,0.00000,12917.16600,22129.61500,8.55673,0.67478,-0.63171,-3.48224,0.14478,0.20159,61.80941,6.35779,49.06460,20,
3641014,-30.15250,2671,0.00000,12917.16600,22140.68000,10.53081,-3.62513,1.68694,5.23725,0.42058,0.21930,67.62642,-8.43321,-10.27477,20,
3642426,-30.16385,2666,0.00000,12917.16600,22148.59800,10.10728,0.36610,1.32802,-7.24883,-0.56597,0.01558,70.11108,13.27097,12.62789,20,
3643774,-30.14241,2659,0.00000,12917.16600,22158.11100,7.97528,-0.82552,-1.85922,2.46087,0.35766,-0.20311,53.62467,-12.23327,61.29786,20,
3645123,-30.10772,2655,0.00000,12917.16600,22166.05700,10.20778,-2.80678,-1.27777,1.26449,0.14233,0.42974,60.26016,16.53025,43.71529,20,
3646472,-30.07650,2650,0.00000,12917.16600,22174.01000,12.50489,-0.02154,-2.67039,-5.32522,-0.41142,0.59040,74.55422,-30.99971,38.74598,20,
3647823,-30.03930,2645,0.00000,12917.16600,22180.38300,8.82234,1.01934,-2.19661,2.92177,0.18998,0.28466,65.97486,-27.93043,51.81233,20,
3649173,-30.01438,2640,0.00000,12917.16600,22188.35900,8.74337,1.06959,-3.18724,-1.09284,-0.09896,0.18784,65.03946,1.75387,50.19000,20,
3650526,-29.99546,2636,0.00000,12917.16600,22196.35000,11.04766,0.11486,0.02871,-1.78342,0.04948,-0.47739,75.29962,-12.07249,39.72523,20,
3651874,-29.97686,2630,0.00000,12917.16600,22204.35200,9.99961,1.37827,-2.18943,0.03176,0.36102,0.23030,61.23940,-41.18679,48.21690,20,
3653226,-29.95951,2626,0.00000,12917.16600,22212.36500,9.15255,2.23250,-2.45504,4.17649,-0.02505,0.08827,51.09617,-44.00760,52.39696,20,
3654575,-29.93838,2621,0.00000,12917.16600,22217.18000,11.40658,-0.88295,-0.43789,-0.96456,-0.05192,0.62461,62.30634,-3.80006,56.24086,20,
3655923,-29.91726,2616,0.00000,12917.16600,22226.82400,11.43530,-2.00279,-3.10110,-1.84665,0.34972,-0.00153,70.16954,13.88483,17.01257,20,
3657275,-29.89959,2612,0.00000,12917.16600,22236.48000,8.97309,1.22034,-0.61017,-4.84294,-0.04429,-0.09377,73.75037,-39.30138,18.50336,20,
3658624,-29.87973,2604,0.00000,12917.16600,22246.16000,9.71965,3.26620,-0.56710,4.64013,-0.18754,-0.51374,80.13738,-14.55715,25.50424,20,
3659971,-29.85923,2599,0.00000,12917.16600,22255.85700,8.88694,1.85204,0.06461,-4.28522,-0.22907,0.72968,66.55949,-48.31921,16.03332,20,
3661318,-29.83936,2595,0.00000,12917.16600,22262.33000,8.91566,2.81396,1.26341,-0.06261,-0.15241,-0.11606,49.94154,-49.62000,-5.43701,20,
3662673,-29.82517,2590,0.00000,12917.16600,22268.81300,10.40160,-0.39482,0.35892,3.19971,-0.17746,-0.22877,55.29085,-55.20316,7.74627,20,
3664022,-29.80404,2587,0.00000,12917.16600,22273.68000,12.47618,2.17508,-0.29432,0.42425,-0.30329,-0.15547,69.93569,-41.88834,33.25051,20,
3665371,-29.78197,2584,0.00000,12917.16600,22280.17600,10.60260,-0.84706,-0.62453,-2.41200,0.48014,-0.08674,78.92429,-9.79246,14.06022,20,
3666719,-29.76210,2580,0.00000,12917.16600,22286.68200,9.28894,1.56491,-2.52682,-2.11543,-0.29932,0.33781,78.55890,-28.47121,17.80181,20,
3668071,-29.74571,2576,0.00000,12917.16600,22293.19300,10.02114,3.69691,1.59362,4.80537,-0.28955,-0.08369,66.86642,-37.41596,-3.66852,20,
3669417,-29.72426,2572,0.00000,12917.16600,22299.71300,9.06640,-0.86859,-0.57428,-2.35458,0.21594,0.41966,51.84157,0.65770,60.49401,20,
3670766,-29.70440,2567,0.00000,12917.16600,22306.24000,9.95653,3.32363,-2.82832,0.82345,-0.29016,0.19792,52.58696,-44.66530,51.03771,20,
3672119,-29.67791,2563,0.00000,12917.16600,22312.77900,10.03550,0.60299,-2.06022,-0.68386,-0.03207,0.44013,68.19643,6.06548,43.49606,20,
3673467,-29.65583,2559,0.00000,12917.16600,22319.32400,12.12443,0.70349,-2.73500,1.92209,-0.09468,0.45021,79.49430,-15.78486,19.74569,20,
3674820,-29.63628,2555,0.00000,12917.16600,22327.52100,9.95653,0.56710,-2.41914,-3.92053,0.46456,-0.02199,67.20258,0.07308,47.03303,20,
3676169,-29.61421,2552,0.00000,12917.16600,22332.44100,9.23869,2.36172,-1.55055,0.25717,-0.23060,0.05773,54.67700,-55.52470,15.39024,20,
3677575,-29.61956,2546,0.00000,12917.16600,22340.65800,9.99243,1.32802,-3.68973,4.05950,0.14294,0.55680,51.95849,-9.69015,62.37942,20,
3678921,-29.59339,2543,0.00000,12917.16600,22345.59400,10.24367,-0.85424,-1.98126,-1.16309,0.43677,0.34483,65.66793,18.38644,24.36422,20,
3680268,-29.56059,2539,0.00000,12917.16600,22352.17800,10.55953,3.06521,-2.04586,1.43492,-0.17715,0.23396,76.81965,-12.51096,36.71441,20,
3681616,-29.53253,2534,0.00000,12917.16600,22360.42800,10.45185,2.29711,-1.57926,-0.80298,-0.50488,-0.23030,77.91581,-12.73020,6.89857,20,
3682969,-29.51234,2530,0.00000,12917.16600,22368.68600,10.53799,-0.33739,-3.14417,-0.55894,0.27825,0.41905,55.04239,-30.42970,58.56475,20,
3684318,-29.48712,2525,0.00000,12917.16600,22375.30500,9.36072,0.50967,0.91167,-2.30205,-0.18815,-0.31001,49.75153,-42.92604,-11.10786,20,
3685665,-29.46473,2522,0.00000,12917.16600,22381.92800,11.57169,1.95972,-3.47438,4.36463,-0.11240,0.43494,56.16779,-6.62087,59.96785,20,
3687018,-29.44549,2518,0.00000,12917.16600,22388.56300,10.11446,0.38046,-1.59362,0.69883,0.40592,0.48869,74.80269,4.12160,26.01579,20,
3688370,-29.42594,2515,0.00000,12917.16600,22393.54300,10.14318,0.57428,-3.43849,0.77916,-0.20678,0.39951,78.01812,-26.35194,25.47501,20,
3689717,-29.40292,2511,0.00000,12917.16600,22400.19300,10.30828,2.19661,-5.51306,-3.76904,0.06048,0.53603,63.50482,-34.33207,49.22537,20,
3691066,-29.38053,2506,0.00000,12917.16600,22406.84800,10.55235,1.85922,0.01436,-5.51306,-0.32162,-0.35247,52.36773,-41.62526,-11.45864,20,
3692419,-29.35846,2501,0.00000,12917.16600,22415.18400,10.82513,-3.00060,-3.01496,2.26753,0.58124,0.38149,50.62847,28.10582,32.92897,20,
3693767,-29.33291,2497,0.00000,12917.16600,22421.86100,9.51865,0.76810,-2.85703,-4.14106,-0.43310,0.57727,69.29260,-4.63315,46.30225,20,
3695116,-29.30894,2493,0.00000,12917.16600,22428.54500,10.65285,3.01496,-0.70349,3.77301,-0.28986,0.12004,79.83046,-22.97574,20.71032,20,
3696465,-29.28845,2489,0.00000,12917.16600,22435.24000,9.14537,0.29432,-0.19382,-0.03971,-0.36896,0.30024,70.22800,-42.12218,10.17246,20,
3697821,-29.27268,2485,0.00000,12917.16600,22441.94100,10.81077,2.36889,-3.48874,0.33720,-0.21747,0.34880,51.37387,-49.66384,44.89915,20,
3699170,-29.25281,2482,0.00000,12917.16600,22446.97900,9.61915,3.18724,-0.53121,-4.73207,-0.50824,0.38973,52.03157,-43.39374,52.39696,20,
3700518,-29.23168,2478,0.00000,12917.16600,22453.69500,10.69592,2.33300,0.76810,4.26353,-0.17685,-0.31673,67.36334,-44.94300,32.08126,20,
3701867,-29.20992,2474,0.00000,12917.16600,22460.42200,10.58106,2.23968,0.93320,-2.84846,-0.44135,-0.07972,78.60275,-18.45951,26.90734,20,
3703219,-29.19290,2471,0.00000,12917.16600,22467.15800,9.60479,2.96471,1.25623,-0.36469,-0.21044,-0.50793,72.40573,-3.31774,-0.05846,20,
3704567,-29.17114,2467,0.00000,12917.16600,22472.21500,9.72682,-1.55055,1.85922,0.03910,0.05712,-0.50488,51.97311,9.41245,-16.31102,20,
3705914,-29.14812,2463,0.00000,12917.16600,22478.96500,9.23869,2.06740,0.65324,3.58578,0.22235,-0.43891,51.82695,-27.57966,-20.30108,20,
3707267,-29.12825,2460,0.00000,12917.16600,22484.03500,11.32044,2.46221,-1.14855,-6.94493,-0.59712,0.09163,66.12102,-36.37825,45.20608,20,
3708615,-29.10807,2456,0.00000,12917.16600,22492.49600,10.06421,1.24905,0.98345,-1.08703,-0.26114,-0.32345,77.88658,-27.85735,20.91494,20,
3709966,-29.08757,2452,0.00000,12917.16600,22497.57800,10.92563,-2.01715,-4.54397,5.20304,0.47831,0.38301,76.14732,-21.23648,36.86057,20,
3711314,-29.06833,2448,0.00000,12917.16600,22506.06300,10.62413,0.30150,0.42353,-4.59951,-0.53115,0.05895,62.11634,-38.07366,-6.57702,20,
3712718,-29.07433,2443,0.00000,12917.16600,22512.85700,9.69811,2.08893,0.06461,4.98985,-0.12645,-0.35980,47.52996,-46.71149,-9.92400,20,
3714067,-29.05099,2439,0.00000,12917.16600,22519.66200,9.54736,2.82832,-2.19661,-4.39487,-0.61056,0.06445,55.89009,-47.99766,42.16603,20,
3715416,-29.02008,2435,0.00000,12917.16600,22526.47900,10.17189,3.58206,0.59581,-1.37261,-0.47983,0.07086,74.23268,-27.40427,39.09676,20,
3716764,-28.99328,2432,0.00000,12917.16600,22531.59400,10.73181,2.41197,0.07178,0.77946,-0.38576,0.04917,77.72581,-23.69190,17.24642,20,
3718115,-28.96900,2427,0.00000,12917.16600,22538.42200,10.91127,1.24905,-1.96690,-0.36285,-0.30543,0.33353,66.79333,-46.59456,15.12716,20,
3719463,-28.94566,2424,0.00000,12917.16600,22545.26400,10.15753,3.42413,-0.81835,-2.28341,-0.42944,0.11423,50.84770,-57.26396,12.49635,20,
3720812,-28.92548,2420,0.00000,12917.16600,22552.11100,9.99243,2.20379,-0.19382,-1.28679,-0.44043,-0.14233,52.55773,-55.33470,27.37504,20,
3722165,-28.90782,2416,0.00000,12917.16600,22557.25400,10.55953,1.77308,-0.40917,2.05923,-0.32223,0.30329,69.16106,-15.21485,49.06460,20,
3723516,-28.88890,2413,0.00000,12917.16600,22564.11700,9.92064,1.32802,0.62453,-2.93185,-0.33720,-0.14752,79.42122,-22.81497,20.25723,20,
3724863,-28.86461,2409,0.00000,12917.16600,22570.99000,10.49492,3.24467,1.99561,2.95170,-0.15180,-0.45540,74.68576,-6.86934,1.11079,20,
3726212,-28.84381,2406,0.00000,12917.16600,22576.15400,10.59542,1.73001,-5.09671,-4.75772,0.23702,0.60415,53.37621,-22.66881,62.16019,20,
3727564,-28.82173,2401,0.00000,12917.16600,22583.04300,10.04268,-0.75374,0.96909,1.94255,0.24557,-0.47464,48.59690,-3.77083,-21.44110,20,
3728913,-28.80060,2398,0.00000,12917.16600,22591.67000,11.37787,-2.46939,1.56491,-2.25928,0.50091,0.00580,59.31014,11.28325,-8.81321,20,
3730262,-28.78010,2392,0.00000,12917.16600,22600.30900,10.65285,1.47159,-2.30429,1.46363,-0.17837,0.54825,76.16194,-5.86086,34.58053,20,
3731610,-28.76055,2388,0.00000,12917.16600,22607.23200,10.20060,0.43789,-3.18724,-2.87015,0.09224,0.63591,74.13037,-33.10435,34.24437,20,
3732961,-28.74226,2385,0.00000,12917.16600,22614.16200,10.76052,0.49531,1.78744,-0.88331,-0.20861,-0.41050,59.92400,-11.50249,-16.98334,20,
3734311,-28.72208,2379,0.00000,12917.16600,22624.57800,11.86601,1.60798,-1.29930,2.52043,-0.49511,-0.07697,50.20462,-58.44782,14.73253,20,
3735660,-28.70221,2374,0.00000,12917.16600,22631.53500,10.54517,3.00778,-2.69910,-4.45993,-0.30757,0.58643,51.68080,-22.34727,60.56709,20,
3737008,-28.68140,2370,0.00000,12917.16600,22640.24400,10.60978,0.20100,2.43350,-0.23121,0.18234,-0.52229,72.81496,-34.11283,4.73546,20,
3738360,-28.66216,2364,0.00000,12917.16600,22650.71100,12.31107,0.72503,-2.82114,-0.25534,0.15241,0.66035,77.79889,-23.23882,30.40047,20,
3739709,-28.64103,2358,0.00000,12917.16600,22661.20300,10.21496,1.61516,-0.24407,-4.28339,-0.51496,-0.20678,60.90324,-18.13797,-17.24642,20,
3741058,-28.62053,2351,0.00000,12917.16600,22675.22300,8.24088,1.61516,-4.14198,4.73115,-0.03787,0.55467,35.82286,-36.74364,60.47939,20,
3742409,-28.60382,2345,0.00000,12917.16600,22684.00600,7.49432,-0.35174,-4.05583,-4.77941,0.28466,0.68142,46.47764,23.64806,45.14762,20,
3743759,-28.58300,2341,0.00000,12917.16600,22691.04300,10.83949,2.96471,1.21316,-1.39613,-0.51282,-0.01161,70.63724,-28.80737,42.31219,20,
3745107,-28.55999,2337,0.00000,12917.16600,22696.33000,11.68655,-1.26341,-0.53839,1.12827,0.54184,0.31001,77.81351,-14.84946,30.73663,20,
3746460,-28.54170,2333,0.00000,12917.16600,22703.38100,11.11945,4.27119,-1.67258,-4.06714,-0.52626,0.02107,66.67641,-37.89827,-2.47004,20,
3747862,-28.54453,2330,0.00000,12917.16600,22708.68000,10.42314,3.65384,0.39482,-2.68384,-0.53970,0.21258,53.30313,-55.87547,24.13037,20,
3749211,-28.52309,2326,0.00000,12917.16600,22715.75000,10.05703,1.04088,-0.97627,2.22569,0.08094,0.45509,53.96083,-3.96083,59.38322,20,
3750559,-28.48462,2323,0.00000,12917.16600,22721.06100,9.38226,0.11486,-1.95972,-2.57663,-0.01252,0.43402,65.65332,4.25314,46.12686,20,
3751908,-28.45561,2319,0.00000,12917.16600,22728.15000,10.06421,1.76590,2.51246,-0.48839,-0.02260,-0.47525,78.99737,-22.68343,18.37182,20,
3753260,-28.43479,2317,0.00000,12917.16600,22731.69900,11.43530,-1.62951,-3.99841,2.26539,0.57024,0.35461,71.14879,-20.12569,44.31453,20,
3754608,-28.41019,2313,0.00000,12917.16600,22738.80100,10.63131,0.94756,-0.76092,-4.94618,-0.28741,0.39859,58.00936,-50.90617,36.43671,20,
3755958,-28.38812,2309,0.00000,12917.16600,22745.91400,9.89911,1.41416,0.40199,-2.91474,-0.24709,-0.29322,53.02543,-43.97837,-10.08477,20,
3757306,-28.36667,2305,0.00000,12917.16600,22754.82200,9.20997,2.31865,-0.71785,-1.66155,-0.42241,0.09163,60.80093,-40.61678,46.95995,20,
3758660,-28.33955,2301,0.00000,12917.16600,22761.95900,9.98525,3.92662,-1.55773,0.55192,-0.37141,0.22083,75.10962,-14.27945,37.69366,20,
3760009,-28.31843,2297,0.00000,12917.16600,22769.10400,11.32044,1.19880,-2.00279,-2.50485,0.24160,0.45571,77.21426,-24.81730,31.08740,20,
3761357,-28.29635,2291,0.00000,12917.16600,22776.25800,11.27020,2.94317,-0.47378,3.75713,-0.21594,-0.34270,66.69102,-20.56416,-13.18328,20,
3762709,-28.27901,2288,0.00000,12917.16600,22783.42400,9.79861,0.11486,-2.97906,-3.59739,-0.02871,0.57177,51.28617,-28.60275,59.64630,20,
3764059,-28.25945,2283,0.00000,12917.16600,22792.39600,8.89412,2.56989,0.42353,-2.64077,-0.47556,-0.02718,52.79158,-53.62467,36.52441,20,
3765407,-28.23643,2278,0.00000,12917.16600,22799.59000,9.82014,1.55055,-0.43071,0.78557,-0.24007,0.28894,68.73721,-13.34405,49.72230,20,
3766756,-28.21467,2275,0.00000,12917.16600,22806.78700,11.55733,0.33739,-1.96690,1.99448,-0.16341,0.38668,78.86583,-14.41099,25.50424,20,
3768109,-28.19417,2272,0.00000,12917.16600,22810.39100,10.88974,2.13200,0.48814,-5.23053,-0.53420,-0.12217,72.55189,-17.67027,-4.19468,20,
3769461,-28.17399,2269,0.00000,12917.16600,22819.41200,10.62413,2.18943,0.10768,4.15755,-0.30727,-0.37538,57.41011,-35.95440,-14.92254,20,
3770810,-28.15097,2266,0.00000,12917.16600,22824.83200,10.18625,0.59581,1.05523,-3.89549,-0.42547,-0.10476,51.25694,-53.52236,3.37621,20,
3772158,-28.12795,2261,0.00000,12917.16600,22830.25600,9.16690,0.59581,1.04806,4.05492,0.35461,-0.51801,61.69249,-26.58579,-15.50716,20,
3773510,-28.11092,2258,0.00000,12917.16600,22837.50200,10.23650,2.93599,-1.51466,-1.25502,-0.40256,0.27886,75.21192,-13.24174,38.58521,20,
3774859,-28.08759,2255,0.00000,12917.16600,22844.75600,10.38724,0.81117,-0.93320,0.80329,-0.32132,0.40561,77.30196,-29.08506,14.04560,20,
3776207,-28.06551,2250,0.00000,12917.16600,22852.01800,11.22712,-2.21815,2.59861,-3.30081,0.21136,-0.30543,59.98246,22.24496,5.75855,20,
3777559,-28.04375,2247,0.00000,12917.16600,22859.29100,9.53301,2.52682,-0.25125,4.48742,-0.13164,-0.41966,51.90003,-35.72055,-17.72873,20,
3778909,-28.01852,2241,0.00000,12917.16600,22852.01800,10.31546,3.26620,0.59581,-3.83654,-0.43035,-0.13744,56.63549,-53.99006,25.98655,20,
3780257,-27.98068,2242,0.00000,12917.16600,22870.22500,8.85105,2.54836,-3.20878,-5.85026,-0.38454,0.51924,71.09032,-6.53318,44.05145,20,
3781610,-27.96933,2236,0.00000,12917.16600,22879.35500,10.35853,-0.14357,3.47438,1.42881,0.46304,-0.38454,78.98275,-10.83017,19.97954,20,
3783014,-27.97879,2231,0.00000,12917.16600,22886.66800,10.89691,-0.26560,2.26122,-0.84177,0.30024,-0.41111,66.12102,16.48641,10.78632,20,
3784363,-27.95577,2226,0.00000,12917.16600,22895.82600,10.28674,2.08893,-2.36889,2.28341,-0.25656,0.13958,51.88541,-55.39316,28.33967,20,
3785711,-27.92297,2223,0.00000,12917.16600,22901.32800,10.72463,2.38325,-1.88794,3.07479,-0.23640,0.38546,51.66618,-27.44811,58.36013,20,
3787060,-27.89364,2219,0.00000,12917.16600,22910.51200,9.64068,-1.30648,-0.25842,-2.06167,0.53756,0.27886,69.04414,11.34171,6.60626,20,
3788412,-27.87157,2214,0.00000,12917.16600,22917.87100,10.01396,0.86142,-2.41914,1.41354,-0.03238,0.35919,78.77814,-14.96638,27.17042,20,
3789761,-27.84697,2209,0.00000,12917.16600,22927.08800,10.53081,1.32802,-2.29711,-0.28680,-0.19395,0.48106,73.88190,-36.46595,21.60187,20,
3791110,-27.82489,2206,0.00000,12917.16600,22932.62300,11.32762,0.30867,-2.55553,-1.82924,0.21014,0.51771,54.76469,-27.47734,57.62935,20,
3792458,-27.80314,2202,0.00000,12917.16600,22940.01600,9.59043,0.68195,-2.05304,-0.53329,0.27367,0.46059,45.96609,4.64776,58.94476,20,
3793809,-27.77570,2198,0.00000,12917.16600,22947.42000,9.64068,1.37109,-2.65603,0.11851,-0.37080,0.28650,56.73780,-19.10260,59.25168,20,
3795158,-27.74196,2194,0.00000,12917.16600,22954.83200,9.68375,0.39482,-2.18943,-1.37781,-0.25504,0.56536,76.54195,-3.94621,30.47355,20,
3796506,-27.71862,2190,0.00000,12917.16600,22962.25800,9.94218,0.43071,-1.80897,0.30238,0.25045,0.46884,75.78194,-27.93043,33.46975,20,
3797858,-27.69938,2186,0.00000,12917.16600,22969.69300,10.04268,0.72503,-1.58644,-1.06168,-0.13928,0.47525,63.72406,-46.12686,35.09208,20,
3799206,-27.67762,2183,0.00000,12917.16600,22975.27900,11.10509,-1.06959,-1.77308,0.03299,0.36591,0.48258,51.68080,3.62467,58.43320,20,
3800555,-27.65050,2179,0.00000,12917.16600,22982.73000,10.22214,1.85922,-2.29711,-2.90497,-0.17715,0.46701,53.34697,-17.59719,61.44402,20,
3801904,-27.61424,2175,0.00000,12917.16600,22988.33200,10.38724,-1.92383,-0.79681,0.92332,0.51526,0.29047,69.87723,10.17246,7.00088,20,
3803254,-27.58996,2172,0.00000,12917.16600,22995.80700,10.27957,0.53121,-1.97408,-3.89427,-0.23763,0.46823,78.88045,-15.93102,22.31804,20,
3804603,-27.56883,2168,0.00000,12917.16600,23003.29300,10.05703,2.11047,0.07896,-4.20703,-0.31246,-0.25840,72.01111,-8.34551,-5.71470,20,
3805956,-27.54959,2164,0.00000,12917.16600,23010.79100,9.90629,0.77527,1.85204,1.04458,-0.07055,-0.44624,57.03011,-7.52704,-20.84186,20,
